,time step,fitness
0,10.16,0.0
1,20.36,0.0
2,30.560000000000002,0.0
3,40.76,3.0
4,50.96,0.0
5,61.160000000000004,0.0
6,71.36,0.0
7,81.56,0.0
8,91.76,0.0
9,102.0,3.0
10,112.2,0.0
11,122.4,0.0
12,132.6,-1.0
13,142.8,0.0
14,153.0,0.0
