trial,time,objects retrieved,size
trial,0,time,312.11,objects retrieved,3,size,15
trial,1,time,592.19,objects retrieved,2,size,15
trial,2,time,872.2,objects retrieved,2,size,15
trial,3,time,1152.16,objects retrieved,4,size,15
trial,4,time,1432.09,objects retrieved,3,size,15
trial,5,time,1712.01,objects retrieved,5,size,15
trial,6,time,1992.0900000000001,objects retrieved,7,size,15
trial,7,time,2272.16,objects retrieved,4,size,15
trial,8,time,2552.2000000000003,objects retrieved,6,size,15
trial,9,time,2832.07,objects retrieved,3,size,15
trial,10,time,3112.07,objects retrieved,3,size,15
trial,11,time,3392.05,objects retrieved,1,size,15
trial,12,time,3672.1,objects retrieved,4,size,15
trial,13,time,3952.08,objects retrieved,6,size,15
trial,14,time,4231.92,objects retrieved,5,size,15
trial,15,time,4511.99,objects retrieved,9,size,15
trial,16,time,4791.79,objects retrieved,2,size,15
trial,17,time,5071.76,objects retrieved,6,size,15
trial,18,time,5351.77,objects retrieved,2,size,15
trial,19,time,5632.03,objects retrieved,3,size,15
trial,20,time,5912.16,objects retrieved,2,size,15
trial,21,time,6192.18,objects retrieved,3,size,15
trial,22,time,6472.09,objects retrieved,3,size,15
trial,23,time,6752.12,objects retrieved,1,size,15
trial,24,time,7032.21,objects retrieved,3,size,15
trial,25,time,7312.110000000001,objects retrieved,1,size,15
trial,26,time,7592.16,objects retrieved,1,size,15
trial,27,time,7872.04,objects retrieved,0,size,15
trial,28,time,8152.14,objects retrieved,3,size,15
trial,29,time,8432.12,objects retrieved,3,size,15
