agent id,time step,time since last block,size,collisions
agent id,0,time step,16.59,time since last block,13,size,5,collisions,0
agent id,1,time step,16.59,time since last block,12,size,5,collisions,0
agent id,2,time step,16.59,time since last block,10,size,5,collisions,0
agent id,3,time step,16.59,time since last block,14,size,5,collisions,0
agent id,4,time step,16.6,time since last block,11,size,5,collisions,0
agent id,0,time step,32.17,time since last block,10,size,5,collisions,0
agent id,1,time step,32.17,time since last block,14,size,5,collisions,0
agent id,2,time step,32.17,time since last block,15,size,5,collisions,0
agent id,3,time step,32.17,time since last block,15,size,5,collisions,0
agent id,4,time step,32.18,time since last block,10,size,5,collisions,0
agent id,0,time step,47.550000000000004,time since last block,20,size,5,collisions,0
agent id,1,time step,47.550000000000004,time since last block,29,size,5,collisions,0
agent id,2,time step,47.550000000000004,time since last block,30,size,5,collisions,0
agent id,3,time step,47.550000000000004,time since last block,30,size,5,collisions,0
agent id,4,time step,47.550000000000004,time since last block,24,size,5,collisions,0
agent id,0,time step,62.97,time since last block,1,size,5,collisions,0
agent id,1,time step,62.97,time since last block,44,size,5,collisions,0
agent id,2,time step,62.97,time since last block,45,size,5,collisions,0
agent id,3,time step,62.97,time since last block,45,size,5,collisions,0
agent id,4,time step,62.97,time since last block,39,size,5,collisions,0
agent id,0,time step,78.33,time since last block,8,size,5,collisions,0
agent id,1,time step,78.33,time since last block,60,size,5,collisions,0
agent id,2,time step,78.33,time since last block,61,size,5,collisions,1
agent id,3,time step,78.33,time since last block,61,size,5,collisions,0
agent id,4,time step,78.33,time since last block,54,size,5,collisions,1
agent id,0,time step,93.75,time since last block,23,size,5,collisions,1
agent id,1,time step,93.75,time since last block,75,size,5,collisions,0
agent id,2,time step,93.75,time since last block,76,size,5,collisions,0
agent id,3,time step,93.75,time since last block,76,size,5,collisions,0
agent id,4,time step,93.75,time since last block,70,size,5,collisions,0
agent id,0,time step,109.18,time since last block,39,size,5,collisions,0
agent id,1,time step,109.18,time since last block,91,size,5,collisions,1
agent id,2,time step,109.18,time since last block,92,size,5,collisions,0
agent id,3,time step,109.18,time since last block,92,size,5,collisions,0
agent id,4,time step,109.18,time since last block,85,size,5,collisions,0
agent id,0,time step,124.56,time since last block,54,size,5,collisions,0
agent id,1,time step,124.56,time since last block,106,size,5,collisions,0
agent id,2,time step,124.56,time since last block,107,size,5,collisions,0
agent id,3,time step,124.56,time since last block,107,size,5,collisions,0
agent id,4,time step,124.57000000000001,time since last block,100,size,5,collisions,0
agent id,0,time step,139.99,time since last block,66,size,5,collisions,0
agent id,1,time step,139.99,time since last block,121,size,5,collisions,0
agent id,2,time step,139.99,time since last block,120,size,5,collisions,0
agent id,3,time step,139.99,time since last block,122,size,5,collisions,0
agent id,4,time step,139.99,time since last block,116,size,5,collisions,0
agent id,0,time step,155.41,time since last block,76,size,5,collisions,0
agent id,1,time step,155.41,time since last block,137,size,5,collisions,0
agent id,2,time step,155.41,time since last block,123,size,5,collisions,0
agent id,3,time step,155.41,time since last block,138,size,5,collisions,0
agent id,4,time step,155.41,time since last block,131,size,5,collisions,0
agent id,0,time step,171.8,time since last block,87,size,5,collisions,0
agent id,1,time step,171.8,time since last block,149,size,5,collisions,0
agent id,2,time step,171.8,time since last block,132,size,5,collisions,0
agent id,3,time step,171.8,time since last block,148,size,5,collisions,0
agent id,4,time step,171.8,time since last block,147,size,5,collisions,0
agent id,0,time step,187.18,time since last block,100,size,5,collisions,0
agent id,1,time step,187.18,time since last block,159,size,5,collisions,0
agent id,2,time step,187.18,time since last block,141,size,5,collisions,0
agent id,3,time step,187.18,time since last block,6,size,5,collisions,0
agent id,4,time step,187.19,time since last block,162,size,5,collisions,0
agent id,0,time step,202.63,time since last block,111,size,5,collisions,0
agent id,1,time step,202.63,time since last block,170,size,5,collisions,0
agent id,2,time step,202.63,time since last block,151,size,5,collisions,0
agent id,3,time step,202.63,time since last block,22,size,5,collisions,0
agent id,4,time step,202.64000000000001,time since last block,177,size,5,collisions,0
agent id,0,time step,218.05,time since last block,123,size,5,collisions,0
agent id,1,time step,218.05,time since last block,182,size,5,collisions,0
agent id,2,time step,218.05,time since last block,160,size,5,collisions,0
agent id,3,time step,218.05,time since last block,37,size,5,collisions,0
agent id,4,time step,218.05,time since last block,192,size,5,collisions,0
agent id,0,time step,233.44,time since last block,138,size,5,collisions,0
agent id,1,time step,233.44,time since last block,198,size,5,collisions,0
agent id,2,time step,233.44,time since last block,175,size,5,collisions,0
agent id,3,time step,233.44,time since last block,53,size,5,collisions,0
agent id,4,time step,233.45000000000002,time since last block,208,size,5,collisions,0
agent id,0,time step,248.86,time since last block,153,size,5,collisions,0
agent id,1,time step,248.86,time since last block,213,size,5,collisions,0
agent id,2,time step,248.86,time since last block,190,size,5,collisions,0
agent id,3,time step,248.86,time since last block,68,size,5,collisions,1
agent id,4,time step,248.86,time since last block,223,size,5,collisions,1
agent id,0,time step,264.24,time since last block,169,size,5,collisions,0
agent id,1,time step,264.24,time since last block,229,size,5,collisions,0
agent id,2,time step,264.24,time since last block,206,size,5,collisions,0
agent id,3,time step,264.24,time since last block,84,size,5,collisions,0
agent id,4,time step,264.24,time since last block,239,size,5,collisions,0
agent id,0,time step,279.66,time since last block,184,size,5,collisions,0
agent id,1,time step,279.66,time since last block,244,size,5,collisions,0
agent id,2,time step,279.66,time since last block,221,size,5,collisions,0
agent id,3,time step,279.66,time since last block,99,size,5,collisions,0
agent id,4,time step,279.67,time since last block,254,size,5,collisions,0
agent id,0,time step,295.04,time since last block,200,size,5,collisions,0
agent id,1,time step,295.04,time since last block,259,size,5,collisions,0
agent id,2,time step,295.04,time since last block,236,size,5,collisions,0
agent id,3,time step,295.04,time since last block,114,size,5,collisions,0
agent id,4,time step,295.05,time since last block,269,size,5,collisions,0
