agent id,time step, time since last block,size,collisions
agent id,0,time step,0.48,time since last block,0,size, 5,collisions,0
agent id,1,time step,0.48,time since last block,0,size, 5,collisions,0
agent id,2,time step,0.48,time since last block,0,size, 5,collisions,0
agent id,3,time step,0.48,time since last block,0,size, 5,collisions,0
agent id,4,time step,0.48,time since last block,0,size, 5,collisions,0
agent id,0,time step,1.08,time since last block,0,size, 5,collisions,0
agent id,1,time step,1.08,time since last block,0,size, 5,collisions,0
agent id,2,time step,1.08,time since last block,0,size, 5,collisions,0
agent id,3,time step,1.08,time since last block,0,size, 5,collisions,0
agent id,4,time step,1.08,time since last block,0,size, 5,collisions,0
agent id,0,time step,1.51,time since last block,0,size, 5,collisions,0
agent id,1,time step,1.51,time since last block,0,size, 5,collisions,0
agent id,2,time step,1.51,time since last block,0,size, 5,collisions,0
agent id,3,time step,1.51,time since last block,0,size, 5,collisions,0
agent id,4,time step,1.52,time since last block,0,size, 5,collisions,0
agent id,0,time step,1.9000000000000001,time since last block,0,size, 5,collisions,0
agent id,1,time step,1.9000000000000001,time since last block,0,size, 5,collisions,0
agent id,2,time step,1.9000000000000001,time since last block,0,size, 5,collisions,0
agent id,3,time step,1.9000000000000001,time since last block,0,size, 5,collisions,0
agent id,4,time step,1.9000000000000001,time since last block,0,size, 5,collisions,0
agent id,0,time step,2.32,time since last block,1,size, 5,collisions,0
agent id,1,time step,2.32,time since last block,1,size, 5,collisions,0
agent id,2,time step,2.32,time since last block,1,size, 5,collisions,0
agent id,3,time step,2.32,time since last block,1,size, 5,collisions,0
agent id,4,time step,2.32,time since last block,1,size, 5,collisions,0
agent id,0,time step,2.73,time since last block,1,size, 5,collisions,0
agent id,1,time step,2.73,time since last block,1,size, 5,collisions,0
agent id,2,time step,2.73,time since last block,1,size, 5,collisions,0
agent id,3,time step,2.73,time since last block,1,size, 5,collisions,0
agent id,4,time step,2.74,time since last block,1,size, 5,collisions,0
agent id,0,time step,3.11,time since last block,2,size, 5,collisions,0
agent id,1,time step,3.11,time since last block,2,size, 5,collisions,0
agent id,2,time step,3.11,time since last block,2,size, 5,collisions,0
agent id,3,time step,3.11,time since last block,2,size, 5,collisions,0
agent id,4,time step,3.12,time since last block,2,size, 5,collisions,0
agent id,0,time step,3.54,time since last block,2,size, 5,collisions,0
agent id,1,time step,3.54,time since last block,2,size, 5,collisions,0
agent id,2,time step,3.54,time since last block,2,size, 5,collisions,0
agent id,3,time step,3.54,time since last block,2,size, 5,collisions,0
agent id,4,time step,3.54,time since last block,2,size, 5,collisions,0
agent id,0,time step,3.93,time since last block,2,size, 5,collisions,0
agent id,1,time step,3.93,time since last block,2,size, 5,collisions,0
agent id,2,time step,3.93,time since last block,2,size, 5,collisions,0
agent id,3,time step,3.93,time since last block,2,size, 5,collisions,0
agent id,4,time step,3.94,time since last block,2,size, 5,collisions,0
agent id,0,time step,4.36,time since last block,3,size, 5,collisions,0
agent id,1,time step,4.36,time since last block,3,size, 5,collisions,0
agent id,2,time step,4.36,time since last block,3,size, 5,collisions,0
agent id,3,time step,4.36,time since last block,3,size, 5,collisions,0
agent id,4,time step,4.36,time since last block,3,size, 5,collisions,0
agent id,0,time step,20.53,time since last block,13,size, 5,collisions,0
agent id,1,time step,20.53,time since last block,19,size, 5,collisions,0
agent id,2,time step,20.53,time since last block,14,size, 5,collisions,0
agent id,3,time step,20.53,time since last block,17,size, 5,collisions,0
agent id,4,time step,20.53,time since last block,14,size, 5,collisions,0
agent id,0,time step,35.910000000000004,time since last block,26,size, 5,collisions,0
agent id,1,time step,35.910000000000004,time since last block,34,size, 5,collisions,0
agent id,2,time step,35.910000000000004,time since last block,24,size, 5,collisions,0
agent id,3,time step,35.910000000000004,time since last block,32,size, 5,collisions,0
agent id,4,time step,35.910000000000004,time since last block,26,size, 5,collisions,0
agent id,0,time step,51.33,time since last block,35,size, 5,collisions,0
agent id,1,time step,51.33,time since last block,50,size, 5,collisions,0
agent id,2,time step,51.33,time since last block,36,size, 5,collisions,0
agent id,3,time step,51.33,time since last block,48,size, 5,collisions,0
agent id,4,time step,51.33,time since last block,34,size, 5,collisions,0
agent id,0,time step,66.7,time since last block,45,size, 5,collisions,0
agent id,1,time step,66.7,time since last block,65,size, 5,collisions,1
agent id,2,time step,66.7,time since last block,51,size, 5,collisions,0
agent id,3,time step,66.7,time since last block,63,size, 5,collisions,1
agent id,4,time step,66.7,time since last block,41,size, 5,collisions,0
agent id,0,time step,82.07000000000001,time since last block,59,size, 5,collisions,0
agent id,1,time step,82.07000000000001,time since last block,81,size, 5,collisions,0
agent id,2,time step,82.07000000000001,time since last block,67,size, 5,collisions,0
agent id,3,time step,82.07000000000001,time since last block,79,size, 5,collisions,0
agent id,4,time step,82.08,time since last block,50,size, 5,collisions,0
agent id,0,time step,97.45,time since last block,71,size, 5,collisions,0
agent id,1,time step,97.45,time since last block,96,size, 5,collisions,0
agent id,2,time step,97.45,time since last block,82,size, 5,collisions,1
agent id,3,time step,97.45,time since last block,94,size, 5,collisions,0
agent id,4,time step,97.45,time since last block,65,size, 5,collisions,0
agent id,0,time step,112.88,time since last block,84,size, 5,collisions,0
agent id,1,time step,112.88,time since last block,111,size, 5,collisions,0
agent id,2,time step,112.88,time since last block,97,size, 5,collisions,0
agent id,3,time step,112.88,time since last block,105,size, 5,collisions,0
agent id,4,time step,112.89,time since last block,76,size, 5,collisions,0
agent id,0,time step,128.24,time since last block,94,size, 5,collisions,0
agent id,1,time step,128.24,time since last block,123,size, 5,collisions,0
