trial,time,objects retrieved,size
trial,0,time,155.78,objects retrieved,2,size,5
trial,1,time,295.41,objects retrieved,1,size,5
trial,2,time,434.79,objects retrieved,0,size,5
trial,3,time,574.39,objects retrieved,0,size,5
trial,4,time,713.9300000000001,objects retrieved,1,size,5
trial,5,time,853.51,objects retrieved,0,size,5
trial,6,time,993.16,objects retrieved,0,size,5
trial,7,time,1132.91,objects retrieved,0,size,5
trial,8,time,1272.59,objects retrieved,0,size,5
trial,9,time,1412.25,objects retrieved,0,size,5
trial,10,time,1551.94,objects retrieved,0,size,5
trial,11,time,1691.6000000000001,objects retrieved,2,size,5
trial,12,time,1831.3,objects retrieved,0,size,5
trial,13,time,1970.9,objects retrieved,0,size,5
trial,14,time,2110.51,objects retrieved,1,size,5
trial,15,time,2250.14,objects retrieved,0,size,5
trial,16,time,2389.69,objects retrieved,0,size,5
trial,17,time,2529.28,objects retrieved,0,size,5
trial,18,time,2669.0,objects retrieved,0,size,5
trial,19,time,2808.42,objects retrieved,0,size,5
trial,20,time,2948.05,objects retrieved,0,size,5
trial,21,time,3087.75,objects retrieved,0,size,5
trial,22,time,3227.29,objects retrieved,0,size,5
trial,23,time,3366.89,objects retrieved,0,size,5
trial,24,time,3506.57,objects retrieved,0,size,5
trial,25,time,3646.1800000000003,objects retrieved,1,size,5
trial,26,time,3785.79,objects retrieved,0,size,5
trial,27,time,3925.38,objects retrieved,0,size,5
trial,28,time,4065.05,objects retrieved,0,size,5
trial,29,time,4204.65,objects retrieved,0,size,5
trial,0,time,4347.26,objects retrieved,1,size,10
trial,1,time,4489.4800000000005,objects retrieved,3,size,10
trial,2,time,4631.75,objects retrieved,7,size,10
trial,3,time,4773.88,objects retrieved,5,size,10
trial,4,time,4916.1900000000005,objects retrieved,1,size,10
trial,5,time,5058.3,objects retrieved,1,size,10
trial,6,time,5200.8,objects retrieved,1,size,10
trial,7,time,5343.12,objects retrieved,2,size,10
trial,8,time,5485.39,objects retrieved,2,size,10
trial,9,time,5627.57,objects retrieved,1,size,10
trial,10,time,5769.85,objects retrieved,0,size,10
trial,11,time,5912.05,objects retrieved,2,size,10
trial,12,time,6054.18,objects retrieved,2,size,10
trial,13,time,6196.47,objects retrieved,0,size,10
trial,14,time,6338.7,objects retrieved,2,size,10
trial,15,time,6480.96,objects retrieved,2,size,10
trial,16,time,6623.09,objects retrieved,2,size,10
trial,17,time,6765.56,objects retrieved,1,size,10
trial,18,time,6907.71,objects retrieved,3,size,10
trial,19,time,7050.04,objects retrieved,1,size,10
trial,20,time,7192.49,objects retrieved,1,size,10
trial,21,time,7334.74,objects retrieved,1,size,10
trial,22,time,7476.92,objects retrieved,0,size,10
trial,23,time,7619.22,objects retrieved,3,size,10
trial,24,time,7761.47,objects retrieved,3,size,10
trial,25,time,7903.68,objects retrieved,3,size,10
trial,26,time,8045.87,objects retrieved,0,size,10
trial,27,time,8188.16,objects retrieved,0,size,10
trial,28,time,8330.35,objects retrieved,3,size,10
trial,29,time,8472.56,objects retrieved,1,size,10
trial,0,time,8618.08,objects retrieved,2,size,15
trial,1,time,8763.09,objects retrieved,5,size,15
trial,2,time,8907.95,objects retrieved,2,size,15
trial,3,time,9052.98,objects retrieved,5,size,15
trial,4,time,9198.08,objects retrieved,6,size,15
trial,5,time,9343.03,objects retrieved,4,size,15
trial,6,time,9487.94,objects retrieved,1,size,15
trial,7,time,9632.86,objects retrieved,5,size,15
trial,8,time,9777.800000000001,objects retrieved,3,size,15
trial,9,time,9922.79,objects retrieved,1,size,15
trial,10,time,10067.9,objects retrieved,2,size,15
trial,11,time,10213.35,objects retrieved,5,size,15
trial,12,time,10358.380000000001,objects retrieved,4,size,15
trial,13,time,10503.45,objects retrieved,3,size,15
trial,14,time,10648.300000000001,objects retrieved,8,size,15
trial,15,time,10793.14,objects retrieved,5,size,15
trial,16,time,10938.12,objects retrieved,4,size,15
trial,17,time,11083.050000000001,objects retrieved,2,size,15
trial,18,time,11227.93,objects retrieved,1,size,15
trial,19,time,11372.91,objects retrieved,1,size,15
trial,20,time,11518.02,objects retrieved,1,size,15
trial,21,time,11663.03,objects retrieved,3,size,15
trial,22,time,11808.12,objects retrieved,3,size,15
trial,23,time,11953.14,objects retrieved,4,size,15
trial,24,time,12098.08,objects retrieved,2,size,15
trial,25,time,12243.06,objects retrieved,1,size,15
trial,26,time,12388.07,objects retrieved,3,size,15
trial,27,time,12533.01,objects retrieved,1,size,15
trial,28,time,12678.050000000001,objects retrieved,2,size,15
trial,29,time,12823.08,objects retrieved,2,size,15
