,agent id,time step,straight,alternating-left,alternating-right,true random,time since last block
29,1,0,1.0,0.0037513684682121064,0.9887439402629926,0.0,1200
30,1,10,1.0,0.0,0.6193329752936966,0.425252432497932,2719
31,1,0,1.0,0.9185546573601749,0.0,0.5315877065932232,4182
32,1,0,1.0,0.9707298599109484,0.9384720773908252,0.0,5070
33,1,0,0.0,1.0,0.1539178360347031,0.11140514064094867,6397
34,1,0,0.0,0.0,1.0,0.17096324601988414,7175
35,1,10,0.0,0.0,0.0,1.0,8027
36,1,0,,,,,8486
37,1,0,,,,,9159
38,1,0,,,,,9786
39,1,10,,,,,11611
40,1,0,,,,,11
41,1,10,,,,,6
42,1,0,,,,,205
43,1,0,,,,,0
44,1,0,,,,,962
45,1,0,1.0,0.35801783148405,0.0,0.037878694607080876,1693
46,1,0,0.13055418556738316,1.0,0.0,0.018841991441250528,2165
47,1,10,0.7224758449535732,0.0272472309393099,1.0,0.0,3017
48,1,0,0.61875207376911,0.0032335000088683364,0.0,1.0,3950
49,1,0,1.0,0.0,0.6757844311062543,0.25184740450590437,4558
50,1,0,1.0,0.8491136600226389,0.4189654847717598,0.0,5478
51,1,0,1.0,0.03836470275780028,0.0,0.29846341844456037,6128
52,1,10,0.0,0.7561668019181329,1.0,0.06357819696655134,7093
53,1,0,0.0,1.0,0.5038717494467814,0.1277852718869686,7597
54,1,0,0.9593788914113482,0.015084016978651627,1.0,0.0,8578
55,1,0,1.0,0.0,0.418865241739783,0.5880400843195377,10343
56,1,0,0.989656098364691,1.0,0.0,0.41386843715442395,11190
57,1,0,0.9345294822706579,1.0,0.9099185321214899,0.0,12154
58,1,0,1.0,0.5870921349899715,0.23615606595072824,0.0,13788
59,1,10,1.0,0.9234870568317436,0.45592600779662285,0.0,15187
60,1,0,0.713878774192265,1.0,0.8386218697743296,0.0,17721
61,1,0,0.0,0.2337632393626906,1.0,0.4147770469674265,18202
62,1,0,0.0,0.0,0.2343549337063753,1.0,18885
63,1,0,0.0,0.0,0.0,1.0,18886
64,1,10,0.0,0.0,0.0,1.0,469
65,1,0,0.09084109529921736,0.692857285187489,0.0,1.0,736
66,1,0,0.0,0.5163415000141406,0.083197494640152,1.0,1213
67,1,0,1.0,0.016942576742546733,0.6276668793226992,0.0,1912
68,1,0,0.7556680446983784,0.08287787892778226,1.0,0.0,2590
69,1,10,1.0,0.3135853670671722,0.09753349433384793,0.0,3701
70,1,0,1.0,0.0,0.27284666480110725,0.46053005672718555,5427
71,1,10,0.3517200792387396,0.651446233428496,0.0,1.0,6238
72,1,0,0.11782521652729168,1.0,0.0,0.21729526492315404,6918
73,1,10,0.4679747479357199,0.04783189624063963,1.0,0.0,7559
74,1,0,0.0,0.30297336045474466,0.5609359357277437,1.0,9004
75,1,10,0.1878562113401995,1.0,0.0,0.5900217929571029,9005
76,1,10,0.1878562113401995,1.0,0.0,0.5900217929571029,778
77,1,10,1.0,0.2094477225982004,0.48435899593250126,0.0,779
78,1,10,1.0,0.2094477225982004,0.48435899593250126,0.0,1949
79,1,10,0.13761177767204943,0.3167267262473394,0.0,1.0,4271
80,1,10,0.38047831927370435,1.0,0.10509245901100447,0.0,5083
81,1,10,1.0,0.033468591180371834,0.921031422166538,0.0,5084
82,1,0,1.0,0.033468591180371834,0.921031422166538,0.0,1100
83,1,10,0.6114551159174413,0.12312025106713079,1.0,0.0,2141
84,1,10,0.0,1.0,0.07779812547908635,0.2393892938684716,3502
85,1,0,0.3013044167546851,0.05212832227830132,1.0,0.0,3503
86,1,0,0.3013044167546851,0.05212832227830132,1.0,0.0,764
87,1,10,1.0,0.012337537157992231,0.39841339182478586,0.0,1397
88,1,0,0.6843710401472729,1.0,0.0,0.8687355436028826,2134
89,1,0,0.28714540308451086,0.2748095039320841,1.0,0.0,3520
90,1,0,1.0,0.0,0.12442615327000325,0.5032422264494388,3984
91,1,0,0.41261370534889025,0.5566811836600896,0.0,1.0,4768
92,1,0,0.9284830963682574,0.13822424240711534,1.0,0.0,5291
93,1,0,0.2895683037316294,0.003117917293960533,1.0,0.0,5954
94,1,0,0.311145045961362,1.0,0.0,0.9490672689134452,6488
95,1,10,1.0,0.6052261486501774,0.0,0.7345152211845222,7093
96,1,0,0.9608572320966565,0.6909835810064177,0.0,1.0,7711
97,1,0,0.7363476613041686,0.06130849187678608,1.0,0.0,8312
98,1,0,1.0,0.8441824138767992,0.8700004937713001,0.0,9959
99,1,0,0.9547132223253809,1.0,0.19775876186831756,0.0,10559
100,1,10,0.0,1.0,0.11830807511317722,0.11825779707195658,11399
101,1,10,0.0,1.0,0.11830807511317722,0.11825779707195658,176
102,1,10,0.18306599124807962,0.8876108768809751,0.0,1.0,2939
103,1,0,0.18306599124807962,0.8876108768809751,0.0,1.0,87
104,1,10,0.6752613117610766,0.5420583277244506,1.0,0.0,864
105,1,10,0.6752613117610766,0.5420583277244506,1.0,0.0,1409
106,1,0,1.0,0.06363303273380098,0.917390143269837,0.0,1673
107,1,0,1.0,0.15698334366955333,0.38419457208365515,0.0,2673
108,1,0,0.0,0.16201101378027113,1.0,0.0180399530630131,3591
109,1,10,0.2830728884235842,1.0,0.0,0.6999077225311855,4055
110,1,0,0.2830728884235842,1.0,0.0,0.6999077225311855,481
111,1,0,1.0,0.0,0.48954428859878446,0.2258975646583714,2123
112,1,10,0.38721364097233757,1.0,0.0,0.26812514740244064,2598
113,1,10,1.0,0.0,0.490364994536901,0.5727071739359858,3531
114,1,10,1.0,0.1666047332439117,0.0,0.8232578460628147,3819
115,1,10,0.8905477825703972,1.0,0.4736814550665922,0.0,4457
116,1,10,1.0,0.0,0.7074844741119495,0.03249943291992242,5231
117,1,10,0.0,1.0,0.09403698997681328,0.8176510377710333,6028
118,1,0,1.0,0.736837020558334,0.0,0.4519808149677428,6721
119,1,0,1.0,0.0,0.055645285115178536,0.15475155409885877,7596
120,1,10,0.0,0.5443233005550464,1.0,0.3612565389710241,8198
121,1,0,1.0,0.0,0.43811069653034984,0.5630008582424246,8384
122,1,10,1.0,0.018947571244273043,0.8821163839240744,0.0,9027
123,1,0,1.0,0.0,0.8140591176351462,0.029065697640552324,9674
124,1,0,1.0,0.0,0.215984183940169,0.3669260806113812,10114
125,1,0,0.0,0.9269146909481759,0.017730841041845073,1.0,10394
126,1,0,0.0,0.8875301141725072,0.8463548101584336,1.0,11234
127,1,10,1.0,0.0,0.32469265690302157,0.3548051914637197,12117
128,1,10,1.0,0.0,0.32469265690302157,0.3548051914637197,961
129,1,0,0.12428099455025698,0.0,0.37332450351575047,1.0,2506
130,1,10,0.12428099455025698,0.0,0.37332450351575047,1.0,2
131,1,0,0.02415733841319716,1.0,0.0,0.48198158767132526,3
132,1,10,0.02415733841319716,1.0,0.0,0.48198158767132526,70
133,1,10,0.02415733841319716,1.0,0.0,0.48198158767132526,312
134,1,10,1.0,0.0,0.7717657371431822,0.17993221797231354,1475
135,1,0,1.0,0.0,0.2736528237561182,0.6781572098429611,2353
136,1,10,1.0,0.03161484871565107,0.0,0.48314816991934767,2794
137,1,10,0.0,0.3293796896564523,1.0,0.7609703246244077,3425
138,1,10,1.0,0.0,0.6837395511695561,0.03197950857652303,3426
139,1,10,1.0,0.0,0.6837395511695561,0.03197950857652303,1972
140,1,0,0.0,0.9080519505762631,0.6501733685560491,1.0,2743
141,1,0,0.9610482240742448,1.0,0.0,0.45721073047868027,3415
142,1,10,1.0,0.2431054381131546,0.0,0.5528253428231895,4029
143,1,10,1.0,0.0,0.2741748309779291,0.8576944135503202,5780
144,1,10,1.0,0.0,0.5260187784423743,0.29391538901343894,6610
145,1,0,1.0,0.24437348345019475,0.0,0.9345156556397707,8066
146,1,0,1.0,0.24437348345019475,0.0,0.9345156556397707,617
147,1,10,0.8547913689058688,0.030750568899002084,1.0,0.0,2204
148,1,0,0.8547913689058688,0.030750568899002084,1.0,0.0,31
149,1,10,0.8547913689058688,0.030750568899002084,1.0,0.0,4
150,1,10,0.8547913689058688,0.030750568899002084,1.0,0.0,9
151,1,10,0.8547913689058688,0.030750568899002084,1.0,0.0,11
152,1,0,0.8547913689058688,0.030750568899002084,1.0,0.0,2
153,1,10,0.8547913689058688,0.030750568899002084,1.0,0.0,1
154,1,0,0.8547913689058688,0.030750568899002084,1.0,0.0,52
155,1,10,0.8547913689058688,0.030750568899002084,1.0,0.0,39
156,1,10,0.4924015783495416,0.0,0.0612179058998273,1.0,211
157,1,0,0.4924015783495416,0.0,0.0612179058998273,1.0,495
158,1,10,0.4924015783495416,0.0,0.0612179058998273,1.0,28
159,1,0,0.4924015783495416,0.0,0.0612179058998273,1.0,3
160,1,10,0.4924015783495416,0.0,0.0612179058998273,1.0,15
161,1,10,0.4924015783495416,0.0,0.0612179058998273,1.0,39
162,1,0,0.4924015783495416,0.0,0.0612179058998273,1.0,25
163,1,10,0.17068862973515256,1.0,0.0,0.9785905902434787,409
164,1,0,0.17068862973515256,1.0,0.0,0.9785905902434787,1441
165,1,10,1.0,0.0,0.3286972038057558,0.4990972260587083,4012
166,1,0,0.9015227739456186,0.0,0.04639263738550131,1.0,4648
167,1,0,1.0,0.2914901250639799,0.7297359414105682,0.0,5590
