,agent id,time step,straight,alternating-left,alternating-right,true random,time since last block
0,1,0,0.25,0.25,0.25,0.25,713
1,1,0,0.21737433970291986,0.7661778845093273,0.13980808975787726,0.846904640650225,1296
2,1,0,0.14601826112725094,0.11505624220640032,1.0,0.0,2397
3,1,0,0.029959668772196853,0.031085215266238853,0.0,1.0,2656
4,1,0,0.8830991466432222,1.0,0.9186987503009849,0.0,3654
5,1,0,0.8830991466432222,1.0,0.9186987503009849,0.0,439
6,1,0,1.0,0.0,0.8835376030930235,0.13522768244816005,1088
7,1,0,1.0,0.0,0.41310643185228885,0.2515742626074547,1348
8,1,0,1.0,0.0,0.41310643185228885,0.2515742626074547,915
9,1,0,1.0,0.0,0.41310643185228885,0.2515742626074547,6
10,1,0,0.0,0.9416168722537187,1.0,0.038285379333772296,30
11,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,0
12,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,576
13,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,3
14,1,0,0.0,0.9416168722537187,1.0,0.038285379333772296,381
15,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,9
16,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,18
17,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,9
18,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,870
19,1,10,0.0,0.9416168722537187,1.0,0.038285379333772296,39
20,1,0,0.0,0.9416168722537187,1.0,0.038285379333772296,493
21,1,10,0.825262130331628,0.0,1.0,0.5721764714790561,1122
22,1,0,0.3499611850821529,0.4718591401778266,0.0,1.0,1629
23,1,0,1.0,0.0,0.45275436156523957,0.01172882705676734,2226
24,1,10,1.0,0.0,0.45275436156523957,0.01172882705676734,3
25,1,0,1.0,0.0,0.45275436156523957,0.01172882705676734,11
26,1,10,0.019324654276253555,1.0,0.0,0.3773594375357925,271
27,1,10,0.019324654276253555,1.0,0.0,0.3773594375357925,110
28,1,0,0.019324654276253555,1.0,0.0,0.3773594375357925,534
