trial,time,objects retrieved,size
trial,0,time,4.69,objects retrieved,0,size,5
trial,1,time,143.98,objects retrieved,0,size,5
trial,2,time,283.59000000000003,objects retrieved,2,size,5
trial,3,time,423.24,objects retrieved,3,size,5
trial,4,time,562.84,objects retrieved,3,size,5
trial,5,time,702.48,objects retrieved,1,size,5
trial,6,time,841.94,objects retrieved,3,size,5
trial,7,time,981.5600000000001,objects retrieved,3,size,5
trial,8,time,1121.2,objects retrieved,5,size,5
trial,9,time,1260.89,objects retrieved,3,size,5
trial,10,time,1400.51,objects retrieved,4,size,5
trial,11,time,1540.14,objects retrieved,1,size,5
trial,12,time,1679.73,objects retrieved,1,size,5
trial,13,time,1819.27,objects retrieved,3,size,5
trial,14,time,1958.8700000000001,objects retrieved,2,size,5
trial,15,time,2098.4700000000003,objects retrieved,3,size,5
trial,16,time,2238.07,objects retrieved,2,size,5
trial,17,time,2377.66,objects retrieved,1,size,5
trial,18,time,2517.29,objects retrieved,0,size,5
trial,19,time,2656.9900000000002,objects retrieved,1,size,5
trial,20,time,2796.61,objects retrieved,2,size,5
trial,21,time,2936.23,objects retrieved,3,size,5
trial,22,time,3075.81,objects retrieved,4,size,5
trial,23,time,3215.2400000000002,objects retrieved,4,size,5
trial,24,time,3354.64,objects retrieved,4,size,5
trial,25,time,3494.29,objects retrieved,6,size,5
trial,26,time,3634.03,objects retrieved,1,size,5
trial,27,time,3773.69,objects retrieved,2,size,5
trial,28,time,3913.32,objects retrieved,2,size,5
trial,29,time,4052.81,objects retrieved,0,size,5
trial,0,time,4195.34,objects retrieved,2,size,10
trial,1,time,4337.7,objects retrieved,6,size,10
trial,2,time,4479.9800000000005,objects retrieved,2,size,10
trial,3,time,4622.2300000000005,objects retrieved,2,size,10
trial,4,time,4764.53,objects retrieved,4,size,10
trial,5,time,4906.9400000000005,objects retrieved,6,size,10
trial,6,time,5049.17,objects retrieved,5,size,10
trial,7,time,5191.650000000001,objects retrieved,7,size,10
trial,8,time,5334.02,objects retrieved,4,size,10
trial,9,time,5476.25,objects retrieved,4,size,10
trial,10,time,5618.54,objects retrieved,7,size,10
trial,11,time,5760.74,objects retrieved,4,size,10
trial,12,time,5903.07,objects retrieved,3,size,10
trial,13,time,6045.36,objects retrieved,7,size,10
trial,14,time,6187.610000000001,objects retrieved,2,size,10
trial,15,time,6329.88,objects retrieved,4,size,10
trial,16,time,6472.360000000001,objects retrieved,6,size,10
trial,17,time,6614.650000000001,objects retrieved,5,size,10
trial,18,time,6756.9800000000005,objects retrieved,4,size,10
trial,19,time,6899.2,objects retrieved,5,size,10
trial,20,time,7041.51,objects retrieved,4,size,10
trial,21,time,7183.67,objects retrieved,1,size,10
trial,22,time,7325.9800000000005,objects retrieved,3,size,10
trial,23,time,7468.45,objects retrieved,5,size,10
trial,24,time,7610.75,objects retrieved,3,size,10
trial,25,time,7753.110000000001,objects retrieved,4,size,10
trial,26,time,7895.59,objects retrieved,3,size,10
trial,27,time,8037.93,objects retrieved,4,size,10
trial,28,time,8180.14,objects retrieved,5,size,10
trial,29,time,8322.44,objects retrieved,3,size,10
