,agent id,time step,fitness,xpos,ypos,num col
0,1,15.08,0,0.04376890459549476,0.08027636020408348,0
1,1,30.28,0,0.12064861390446217,0.1575717944231414,0
2,1,45.480000000000004,0,0.36793656203165204,0.034355911784051923,0
3,1,60.68,0,0.3681241859090292,0.28738129596576045,1
4,1,75.88,1,0.3678693941275414,0.28763489045642804,2
5,1,91.08,0,0.5730124743477845,0.2881986380145366,2
6,1,106.28,0,0.572917248874821,0.24208785501385274,2
7,1,121.48,0,0.5723019178815834,-0.012323421199902899,2
8,1,136.68,0,0.7119858262015463,0.12711039646739503,2
9,1,151.88,0,0.7731422101131427,0.12005144532978489,2
10,1,167.12,0,0.287433353638157,-0.04752673647662242,0
11,1,182.36,0,0.3124302398037117,0.21187056131535192,0
12,1,197.56,0,0.3133330128687761,0.21905984581689203,0
13,1,212.8,1,0.3131250551469598,0.005866972655570992,1
14,1,228.04,0,0.31579472536157516,0.16585295397587893,1
15,1,243.28,0,0.481654056211647,0.10244630558668537,1
16,1,258.52,0,0.7340397869893113,0.10119005031182296,1
17,1,273.76,0,0.8536614181484581,0.15634287570118602,1
18,1,289.0,0,0.8548844898880759,0.5084561549840036,1
19,1,304.24,0,0.6812707766215562,-0.11409282151795372,0
20,1,319.48,0,0.7167213340341871,-0.25789442547858943,0
21,1,334.72,-3,0.8436227113592579,-0.257857455231253,0
22,1,349.96,0,0.8441365842614835,-0.12485205100267063,0
23,1,365.2,0,0.9091311861587417,-0.1648386266546443,0
24,1,380.44,-1,0.8349529841623643,-0.10244070406885465,0
25,1,395.68,2,0.8578828953468077,-0.17568714223382795,2
26,1,410.92,2,0.8868018799263142,-0.0971483153197998,4
27,1,426.16,1,0.8809025075312433,-0.18299940814790042,6
28,1,441.40000000000003,0,0.6085545520691303,0.4267392152080947,0
29,1,456.64,0,0.6756985368784822,0.5470361256460908,0
30,1,471.88,0,0.6761112510985577,0.5579290313960075,0
31,1,487.12,0,0.6762960949420359,0.72324091954034,0
32,1,502.36,0,0.7570146106790566,0.7946360092330951,0
33,1,517.6,-2,0.7571522843501772,0.8669522168119255,0
34,1,532.84,0,0.8639195790028432,0.8207462679766422,0
35,1,548.08,-1,0.8640547572671949,0.7571883943745311,0
36,1,563.32,-3,0.8971283836552855,0.860509185575809,0
37,1,578.5600000000001,-11,0.9280471085266202,0.24492670980018635,1
38,1,593.8000000000001,2,0.9000657811904209,0.189214117101758,3
39,1,609.04,3,0.8632202960795423,0.2671850575947025,6
40,1,624.28,-1,0.8689562060239694,0.12670771969846245,6
41,1,628.2,2,0.8810189394506525,0.12051261351454447,8
42,1,628.44,0,0.8847333528877019,0.11931177812754716,8
43,1,628.6800000000001,0,0.8886735118146716,0.11713983625666542,8
44,1,628.92,0,0.8904242433087856,0.1142769824903322,8
45,1,629.16,0,0.8932611411860754,0.11314846697652481,8
46,1,334.96,0,0.4954093525444382,-0.0024874048638504316,0
47,1,335.2,0,0.4954435735218495,-0.0025579587916653938,0
48,1,335.44,0,0.49557442362126103,-0.0026290611511243208,0
49,1,335.68,0,0.4956559089805331,-0.0026966429830248386,0
50,1,335.92,0,0.4957155547074395,-0.0027601670197101046,0
51,1,336.16,0,0.4957656049709936,-0.0028188958158599803,0
52,1,336.40000000000003,0,0.4958136674192172,-0.0028720249977812595,0
53,1,336.64,0,0.49586756886879996,-0.002919054225687238,0
54,1,336.88,0,0.49592695788989566,-0.002968405621508807,0
55,1,352.12,0,0.5381165994970385,0.020698324043247684,0
56,1,367.36,0,0.5830198342196201,-0.0033573480688205894,0
57,1,382.6,0,0.5837229431524813,-0.14934451533095353,0
58,1,397.84000000000003,0,0.8208204580687597,-0.13443098747215257,0
59,1,413.08,1,0.9213233317066419,-0.22543549884419084,2
60,1,428.32,-1,0.8661242214461151,-0.30330944026618367,2
61,1,443.56,-1,0.8875417676371854,-0.22604016193637172,2
62,1,458.8,0,0.8874747701548501,-0.21337716318520136,2
63,1,474.04,-2,0.8870942161081741,-0.2129448581185596,2
64,1,489.28000000000003,0,0.7896193065580948,0.1791643859785296,0
65,1,504.52000000000004,0,0.9109248084153534,0.36893705214003714,0
66,1,519.76,0,0.9126690831679481,0.37717538222912833,0
67,1,521.88,0,0.9129928913824324,0.44076979362863383,0
68,1,522.12,0,0.9130303302963592,0.4479691568789382,0
69,1,522.36,0,0.9130679279475751,0.4551685193125816,0
70,1,522.6,0,0.913006285827236,0.4557715171034548,0
71,1,522.84,0,0.9129351466035881,0.45568738817947413,0
72,1,523.08,0,0.9128665552106472,0.45567136983172224,0
73,1,538.32,-14,0.9220736587243754,0.11060370942218803,0
74,1,553.5600000000001,-1,0.8946726575856572,-0.010189598182458801,0
75,1,568.8000000000001,-1,0.9075896520970452,-0.1539651181666209,0
76,1,584.04,3,0.881498869959751,0.12863803459064238,5
77,1,599.28,1,0.9247735543104697,0.25350130128919157,6
78,1,614.52,1,0.9233709173861869,0.3226418584862414,7
79,1,629.76,-1,0.9075069331429109,0.4537726898200063,7
80,1,645.0,-1,0.9215063890291129,0.7149499186625631,7
81,1,660.24,-1,0.8053069598179375,0.733324747755351,7
82,1,675.48,-31,0.9210427796944165,0.24705962433734122,1
83,1,690.72,0,0.9163421602567476,0.24678246326542616,1
84,1,705.96,5,0.9270098176496047,0.27803573238278523,6
85,1,721.2,-1,0.9190101234733388,0.2857422794926325,6
86,1,736.44,0,0.8930242720259268,0.2090448059717319,7
87,1,751.6800000000001,-2,0.8767606397645725,0.24887829270058823,7
88,1,766.9200000000001,-1,0.8510606804177503,0.279427759546858,7
89,1,782.16,0,0.8092671830554022,0.2977177223692088,7
90,1,784.4,0,0.7767603001336129,0.3173516487806833,7
91,1,799.64,-23,0.921019293383171,-0.0012937826214247288,1
92,1,814.88,-2,0.92147843676119,-0.0014232576264275013,1
93,1,830.12,0,0.922041537769163,-0.0019245077244491988,1
94,1,845.36,0,0.9218250691267182,-0.002329516386968209,1
95,1,860.6,-1,0.8131064368040529,0.35605504010050254,1
96,1,875.84,0,0.8119878752643717,-0.004611801480105255,1
97,1,887.04,0,0.8951945431396428,-0.0006979798221888752,1
98,1,887.28,0,0.8951954953227699,0.0029014831324718797,1
99,1,887.52,0,0.8951964711963399,0.006500946358691076,1
100,1,540.76,-1,0.9135191876078237,-0.06386302895885754,10
101,1,541.0,0,0.91360149176159,-0.06393258060847162,10
102,1,541.24,0,0.9136677643004762,-0.06399831072780232,10
103,1,541.48,0,0.9137249880749343,-0.06405924798301037,10
104,1,541.72,0,0.9137771343367964,-0.06411450317919368,10
105,1,541.96,0,0.9138293397794168,-0.06416331115988044,10
106,1,542.2,0,0.913887376560391,-0.06420686664305933,10
107,1,542.44,0,0.9139503938346106,-0.06425211620500822,10
